Item,Quantity,Total,Open By,Invoice #,Order #,Date Time,W.S #,Menu Type
CHICKEN PHILLY 26CM,1,5,Cashier,100068,11,08-04-2025 16:22,1,Take Away
French fries Meal,1,1.25,Cashier,100068,11,08-04-2025 16:22,1,Take Away
CHICKEN PHILLY 26CM,1,5,Cashier,100068,11,08-04-2025 16:22,1,Take Away
Curly Fries,1,1.5,Cashier,100069,12,08-04-2025 17:03,1,Take Away
French fries Meal,1,1.25,Cashier,100070,13,08-04-2025 17:07,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100070,13,08-04-2025 17:07,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100070,13,08-04-2025 17:07,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100071,14,08-04-2025 17:48,1,Take Away
French fries Meal,1,1.25,Cashier,100071,14,08-04-2025 17:48,1,Take Away
French fries Meal,1,1.25,Cashier,100072,15,08-04-2025 18:25,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100072,15,08-04-2025 18:25,1,Take Away
French fries Meal,1,1.25,Cashier,100073,16,08-04-2025 19:33,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100073,16,08-04-2025 19:33,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100074,17,08-04-2025 19:53,1,Take Away
French fries Meal,1,1.25,Cashier,100074,17,08-04-2025 19:53,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100075,18,08-04-2025 19:56,1,Take Away
French fries Meal,1,1.25,Cashier,100075,18,08-04-2025 19:56,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,100076,19,08-04-2025 20:09,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100077,20,08-04-2025 20:29,1,Take Away
French fries Meal,1,1.25,Cashier,100077,20,08-04-2025 20:29,1,Take Away
French fries Meal,1,1.25,Cashier,100078,21,08-04-2025 20:30,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100078,21,08-04-2025 20:30,1,Take Away
French Fries CHIPS,1,1,Cashier,100079,22,08-04-2025 20:50,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100080,23,08-04-2025 22:37,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100081,25,08-04-2025 23:14,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100081,25,08-04-2025 23:14,1,Take Away
Steak Salad,1,5.25,Cashier,100082,2,09-04-2025 14:36,1,Take Away
Water,1,0.65,Cashier,100083,3,09-04-2025 14:44,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,100084,4,09-04-2025 14:55,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100085,5,09-04-2025 15:08,1,Take Away
French fries Meal,1,1.25,Cashier,100085,5,09-04-2025 15:08,1,Take Away
French fries Meal,1,1.25,Cashier,100085,5,09-04-2025 15:08,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100085,5,09-04-2025 15:08,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100086,6,09-04-2025 15:18,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100086,6,09-04-2025 15:18,1,Take Away
French fries Meal,1,1.25,Cashier,100086,6,09-04-2025 15:18,1,Take Away
Water,1,0.65,Cashier,100087,7,09-04-2025 15:22,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100088,8,09-04-2025 15:36,1,Take Away
French fries Meal,1,1.25,Cashier,100088,8,09-04-2025 15:36,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100089,9,09-04-2025 15:37,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100089,9,09-04-2025 15:37,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,100090,10,09-04-2025 16:05,1,Take Away
French fries Meal,1,1.25,Cashier,100090,10,09-04-2025 16:05,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100091,11,09-04-2025 16:10,1,Take Away
Water,1,0.65,Cashier,100091,11,09-04-2025 16:10,1,Take Away
French fries Meal,1,1.25,Cashier,100091,11,09-04-2025 16:10,1,Take Away
Mac & Cheese,1,3,Cashier,100091,11,09-04-2025 16:10,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100091,11,09-04-2025 16:10,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100092,12,09-04-2025 16:22,1,Take Away
CRISPY LAVA 26CM,1,5,Cashier,100092,12,09-04-2025 16:22,1,Take Away
Water,1,0.65,Cashier,100092,12,09-04-2025 16:22,1,Take Away
Matrix Cola,1,0.65,Cashier,100093,13,09-04-2025 16:23,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100093,13,09-04-2025 16:23,1,Take Away
Matrix Cola,1,0.65,Cashier,100094,14,09-04-2025 16:24,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100094,14,09-04-2025 16:24,1,Take Away
Curly Fries,1,1.5,Cashier,100095,15,09-04-2025 16:25,1,Take Away
Cheese Whiz,1,0.25,Cashier,100095,15,09-04-2025 16:25,1,Take Away
Pickled Jalapeños,1,0.25,Cashier,100096,16,09-04-2025 16:31,1,Take Away
French fries Meal,1,1.25,Cashier,100096,16,09-04-2025 16:31,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100096,16,09-04-2025 16:31,1,Take Away
French fries Meal,1,1.25,Cashier,100097,17,09-04-2025 16:38,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100097,17,09-04-2025 16:38,1,Take Away
MUSHROOMS CHICKEN ALFREDO 26CM,1,5,Cashier,100097,17,09-04-2025 16:38,1,Take Away
BBQ Sauce,1,0.25,Cashier,100098,18,09-04-2025 16:40,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100099,19,09-04-2025 16:59,1,Take Away
French fries Meal,1,1.25,Cashier,100099,19,09-04-2025 16:59,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100100,20,09-04-2025 17:45,1,Take Away
French fries Meal,1,1.25,Cashier,100100,20,09-04-2025 17:45,1,Take Away
French fries Meal,1,1.25,Cashier,100101,21,09-04-2025 18:42,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100101,21,09-04-2025 18:42,1,Take Away
French fries Meal,1,1.25,Cashier,100102,22,09-04-2025 18:50,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100102,22,09-04-2025 18:50,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100103,23,09-04-2025 19:51,1,Take Away
French fries Meal,1,1.25,Cashier,100103,23,09-04-2025 19:51,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100104,24,09-04-2025 20:14,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100104,24,09-04-2025 20:14,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100104,24,09-04-2025 20:14,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100104,24,09-04-2025 20:14,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100105,25,09-04-2025 20:19,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100105,25,09-04-2025 20:19,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100105,25,09-04-2025 20:19,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100105,25,09-04-2025 20:19,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100106,26,09-04-2025 20:21,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100106,26,09-04-2025 20:21,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100106,26,09-04-2025 20:21,1,Take Away
Mixed Fries,1,1.75,Cashier,100107,27,09-04-2025 20:49,1,Take Away
Mixed Fries,1,1.75,Cashier,100107,27,09-04-2025 20:49,1,Take Away
Matrix Cola,1,0.65,Cashier,100108,28,09-04-2025 21:05,1,Take Away
Water,1,0.65,Cashier,100109,29,09-04-2025 21:33,1,Take Away
Chicken Strips kids,1,3.5,Cashier,100109,29,09-04-2025 21:33,1,Take Away
Water,1,0.65,Cashier,100109,29,09-04-2025 21:33,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100109,29,09-04-2025 21:33,1,Take Away
French fries Meal,1,1.25,Cashier,100110,30,09-04-2025 21:34,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100110,30,09-04-2025 21:34,1,Take Away
French fries Meal,1,1.25,Cashier,100111,31,09-04-2025 22:08,1,Take Away
SHAWERMA STEAK 26CM,1,5.5,Cashier,100111,31,09-04-2025 22:08,1,Take Away
French fries Meal,1,1.25,Cashier,100112,1,10-04-2025 13:45,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100112,1,10-04-2025 13:45,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100112,1,10-04-2025 13:45,1,Take Away
French fries Meal,1,1.25,Cashier,100113,2,10-04-2025 13:58,1,Take Away
Chicken Strips kids,1,3.5,Cashier,100113,2,10-04-2025 13:58,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100113,2,10-04-2025 13:58,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100113,2,10-04-2025 13:58,1,Take Away
French fries Meal,1,1.25,Cashier,100113,2,10-04-2025 13:58,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,100113,2,10-04-2025 13:58,1,Take Away
French fries Meal,1,1.25,Cashier,100113,2,10-04-2025 13:58,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100113,2,10-04-2025 13:58,1,Take Away
French fries Meal,1,1.25,Cashier,100113,2,10-04-2025 13:58,1,Take Away
French fries Meal,1,1.25,Cashier,100114,3,10-04-2025 16:15,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100114,3,10-04-2025 16:15,1,Take Away
French fries Meal,1,1.25,Cashier,100115,4,10-04-2025 16:55,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100115,4,10-04-2025 16:55,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100115,4,10-04-2025 16:55,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100116,5,10-04-2025 17:01,1,Take Away
French fries Meal,1,1.25,Cashier,100116,5,10-04-2025 17:01,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100117,6,10-04-2025 17:07,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100117,6,10-04-2025 17:07,1,Take Away
French fries Meal,1,1.25,Cashier,100118,7,10-04-2025 17:08,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100118,7,10-04-2025 17:08,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100119,8,10-04-2025 17:11,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100119,8,10-04-2025 17:11,1,Take Away
Water,1,0.65,Cashier,100120,9,10-04-2025 17:16,1,Take Away
Chicken Salad,1,4.5,Cashier,100121,10,10-04-2025 17:39,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100122,11,10-04-2025 17:46,1,Take Away
French fries Meal,1,1.25,Cashier,100122,11,10-04-2025 17:46,1,Take Away
Curly Fries,1,1.5,Cashier,100123,12,10-04-2025 17:48,1,Take Away
Water,1,0.65,Cashier,100124,13,10-04-2025 17:49,1,Take Away
Water,1,0.65,Cashier,100124,13,10-04-2025 17:49,1,Take Away
French Fries CHIPS,1,1,Cashier,100125,14,10-04-2025 18:29,1,Take Away
Water,1,0.65,Cashier,100126,15,10-04-2025 18:45,1,Take Away
Water,1,0.65,Cashier,100126,15,10-04-2025 18:45,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100127,16,10-04-2025 19:38,1,Take Away
French fries Meal,1,1.25,Cashier,100127,16,10-04-2025 19:38,1,Take Away
French fries Meal,1,1.25,Cashier,100128,17,10-04-2025 19:49,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100128,17,10-04-2025 19:49,1,Take Away
French fries Meal,1,1.25,Cashier,100128,17,10-04-2025 19:49,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100128,17,10-04-2025 19:49,1,Take Away
Chicken Salad,1,4.5,Cashier,100129,18,10-04-2025 20:37,1,Take Away
Matrix Cola,1,0.65,Cashier,100129,18,10-04-2025 20:37,1,Take Away
French fries Meal,1,1.25,Cashier,100130,19,10-04-2025 20:38,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100130,19,10-04-2025 20:38,1,Take Away
Chicken Salad,1,4.5,Cashier,100131,20,10-04-2025 20:39,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,100132,21,10-04-2025 20:40,1,Take Away
CRISPY LAVA 18CM,1,4,Cashier,100133,22,10-04-2025 20:42,1,Take Away
French fries Meal,1,1.25,Cashier,100133,22,10-04-2025 20:42,1,Take Away
Curly Fries,1,1.5,Cashier,100134,23,10-04-2025 21:08,1,Take Away
Cheese Whiz,1,0.25,Cashier,100134,23,10-04-2025 21:08,1,Take Away
CHICKEN PHILLY 26CM,1,5,Cashier,100135,24,10-04-2025 21:13,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100136,25,10-04-2025 21:14,1,Take Away
Water,1,0.65,Cashier,100137,26,10-04-2025 21:14,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100138,27,10-04-2025 21:21,1,Take Away
French fries Meal,1,1.25,Cashier,100138,27,10-04-2025 21:21,1,Take Away
CHICKEN PHILLY 26CM,1,5,Cashier,100139,28,10-04-2025 21:31,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100140,29,10-04-2025 21:42,1,Take Away
MUSHROOMS CHICKEN ALFREDO 26CM,1,5,Cashier,100140,29,10-04-2025 21:42,1,Take Away
Matrix Cola,1,0.65,Cashier,100140,29,10-04-2025 21:42,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,100140,29,10-04-2025 21:42,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100141,30,10-04-2025 21:43,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100141,30,10-04-2025 21:43,1,Take Away
Loaded Fries,1,3,Cashier,100142,31,10-04-2025 21:49,1,Take Away
Cheese Whiz,1,0.25,Cashier,100142,31,10-04-2025 21:49,1,Take Away
Water,1,0.65,Cashier,100143,32,10-04-2025 22:20,1,Take Away
Curly Fries,1,1.5,Cashier,100144,33,10-04-2025 22:21,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100145,34,10-04-2025 23:04,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100145,34,10-04-2025 23:04,1,Take Away
Curly Fries,1,1.5,Cashier,100146,35,10-04-2025 23:09,1,Take Away
French Fries CHIPS,1,1,Cashier,100146,35,10-04-2025 23:09,1,Take Away
Chicken Salad,1,4.5,Cashier,100147,1,11-04-2025 12:50,1,Take Away
Curly Fries,1,1.5,Cashier,100148,2,11-04-2025 12:58,1,Take Away
Steak Salad,1,5.25,Cashier,100149,3,11-04-2025 15:30,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100150,4,11-04-2025 15:37,1,Take Away
Water,1,0.65,Cashier,100150,4,11-04-2025 15:37,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100151,5,11-04-2025 15:48,1,Take Away
MUSHROOMS CHICKEN ALFREDO 26CM,1,5,Cashier,100151,5,11-04-2025 15:48,1,Take Away
CHICKEN PHILLY 26CM,1,5,Cashier,100151,5,11-04-2025 15:48,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100152,6,11-04-2025 16:02,1,Take Away
French fries Meal,1,1.25,Cashier,100152,6,11-04-2025 16:02,1,Take Away
Cheeseburger,1,3.5,Cashier,100152,6,11-04-2025 16:02,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100153,7,11-04-2025 16:05,1,Take Away
French fries Meal,1,1.25,Cashier,100153,7,11-04-2025 16:05,1,Take Away
Curly Fries,1,1.5,Cashier,100154,8,11-04-2025 16:23,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100155,9,11-04-2025 17:19,1,Take Away
French fries Meal,1,1.25,Cashier,100155,9,11-04-2025 17:19,1,Take Away
Chicken Salad,1,4.5,Cashier,100155,9,11-04-2025 17:19,1,Take Away
French fries Meal,1,1.25,Cashier,100156,10,11-04-2025 17:26,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100156,10,11-04-2025 17:26,1,Take Away
Matrix Cola,1,0.65,Cashier,100157,11,11-04-2025 17:27,1,Take Away
Matrix Cola,1,0.65,Cashier,100157,11,11-04-2025 17:27,1,Take Away
Matrix Cola,1,0.65,Cashier,100157,11,11-04-2025 17:27,1,Take Away
Matrix Cola,1,0.65,Cashier,100157,11,11-04-2025 17:27,1,Take Away
French fries Meal,1,1.25,Cashier,100158,12,11-04-2025 17:31,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100158,12,11-04-2025 17:31,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100159,13,11-04-2025 17:41,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100159,13,11-04-2025 17:41,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100159,13,11-04-2025 17:41,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100159,13,11-04-2025 17:41,1,Take Away
Pickled Jalapeños,1,0.25,Cashier,100159,13,11-04-2025 17:41,1,Take Away
Loaded Fries,1,3,Cashier,100160,14,11-04-2025 17:47,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100160,14,11-04-2025 17:47,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100160,14,11-04-2025 17:47,1,Take Away
French Fries CHIPS,1,1,Cashier,100160,14,11-04-2025 17:47,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100161,15,11-04-2025 17:48,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100162,16,11-04-2025 17:54,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100162,16,11-04-2025 17:54,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,100163,17,11-04-2025 18:20,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,100164,18,11-04-2025 18:22,1,Take Away
French Fries CHIPS,1,1,Cashier,100165,19,11-04-2025 18:32,1,Take Away
French Fries CHIPS,1,1,Cashier,100165,19,11-04-2025 18:32,1,Take Away
Water,1,0.65,Cashier,100165,19,11-04-2025 18:32,1,Take Away
Water,1,0.65,Cashier,100165,19,11-04-2025 18:32,1,Take Away
French fries Meal,1,1.25,Cashier,100166,20,11-04-2025 18:43,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100166,20,11-04-2025 18:43,1,Take Away
Matrix Cola,1,0.65,Cashier,100166,20,11-04-2025 18:43,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Cashier,100166,20,11-04-2025 18:43,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100166,20,11-04-2025 18:43,1,Take Away
French fries Meal,1,1.25,Cashier,100167,21,11-04-2025 20:00,1,Take Away
French fries Meal,1,1.25,Cashier,100167,21,11-04-2025 20:00,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100167,21,11-04-2025 20:00,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100167,21,11-04-2025 20:00,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100168,22,11-04-2025 20:03,1,Take Away
French fries Meal,1,1.25,Cashier,100168,22,11-04-2025 20:03,1,Take Away
French fries Meal,1,1.25,Cashier,100169,23,11-04-2025 20:28,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100169,23,11-04-2025 20:28,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100170,24,11-04-2025 20:33,1,Take Away
French fries Meal,1,1.25,Cashier,100170,24,11-04-2025 20:33,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100171,25,11-04-2025 20:50,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100172,26,11-04-2025 21:45,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100172,26,11-04-2025 21:45,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100173,27,11-04-2025 21:46,1,Take Away
French fries Meal,1,1.25,Cashier,100174,28,11-04-2025 21:48,1,Take Away
CHICKEN PHILLY 26CM,1,5,Cashier,100174,28,11-04-2025 21:48,1,Take Away
SHAWERMA STEAK 26CM,1,5.5,Cashier,100175,1,12-04-2025 14:03,1,Take Away
SHAWERMA STEAK 26CM,1,5.5,Cashier,100175,1,12-04-2025 14:03,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100176,2,12-04-2025 15:36,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100176,2,12-04-2025 15:36,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,100176,2,12-04-2025 15:36,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100176,2,12-04-2025 15:36,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100177,3,12-04-2025 15:42,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100177,3,12-04-2025 15:42,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100178,4,12-04-2025 15:43,1,Take Away
French fries Meal,1,1.25,Cashier,100178,4,12-04-2025 15:43,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100179,5,12-04-2025 16:20,1,Take Away
French fries Meal,1,1.25,Cashier,100179,5,12-04-2025 16:20,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100179,5,12-04-2025 16:20,1,Take Away
Cheese Whiz,1,0.25,Cashier,100179,5,12-04-2025 16:20,1,Take Away
Cheese Whiz,1,0.25,Cashier,100179,5,12-04-2025 16:20,1,Take Away
Cheesy Fest (150g),1,4,Cashier,100179,5,12-04-2025 16:20,1,Take Away
French fries Meal,1,1.25,Cashier,100180,6,12-04-2025 16:21,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100180,6,12-04-2025 16:21,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100181,7,12-04-2025 16:28,1,Take Away
MUSHROOMS CHICKEN ALFREDO 26CM,1,5,Cashier,100181,7,12-04-2025 16:28,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100182,8,12-04-2025 16:38,1,Take Away
French fries Meal,1,1.25,Cashier,100182,8,12-04-2025 16:38,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100183,9,12-04-2025 18:20,1,Take Away
French fries Meal,1,1.25,Cashier,100183,9,12-04-2025 18:20,1,Take Away
French fries Meal,1,1.25,Cashier,100184,10,12-04-2025 18:31,1,Take Away
CHICKEN PHILLY 26CM,1,5,Cashier,100184,10,12-04-2025 18:31,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100185,11,12-04-2025 18:32,1,Take Away
Water,1,0.65,Cashier,100186,12,12-04-2025 19:06,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100187,13,12-04-2025 19:24,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100187,13,12-04-2025 19:24,1,Take Away
French fries Meal,1,1.25,Cashier,100187,13,12-04-2025 19:24,1,Take Away
French fries Meal,1,1.25,Cashier,100187,13,12-04-2025 19:24,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100188,14,12-04-2025 19:32,1,Take Away
French fries Meal,1,1.25,Cashier,100188,14,12-04-2025 19:32,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100188,14,12-04-2025 19:32,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100188,14,12-04-2025 19:32,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100188,14,12-04-2025 19:32,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100189,15,12-04-2025 19:34,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100189,15,12-04-2025 19:34,1,Take Away
Water,1,0.65,Cashier,100190,16,12-04-2025 19:48,1,Take Away
Steak Salad,1,5.25,Cashier,100190,16,12-04-2025 19:48,1,Take Away
Curly Fries,1,1.5,Cashier,100191,17,12-04-2025 20:16,1,Take Away
Cheese Whiz,1,0.25,Cashier,100191,17,12-04-2025 20:16,1,Take Away
French fries Meal,1,1.25,Cashier,100192,18,12-04-2025 20:25,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,100192,18,12-04-2025 20:25,1,Take Away
Water,1,0.65,Cashier,100193,19,12-04-2025 20:27,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100194,20,12-04-2025 21:01,1,Take Away
French Fries CHIPS,1,1,Cashier,100195,21,12-04-2025 21:47,1,Take Away
Honey Mustard,1,0.25,Cashier,100195,21,12-04-2025 21:47,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,100195,21,12-04-2025 21:47,1,Take Away
Matrix Cola,1,0.65,Cashier,100195,21,12-04-2025 21:47,1,Take Away
CLASSIC CHEESESTEAK- 26CM,1,5.5,Cashier,100196,22,12-04-2025 22:14,1,Take Away
Water,1,0.65,Cashier,100196,22,12-04-2025 22:14,1,Take Away
Honey Mustard,1,0.25,Cashier,100197,23,12-04-2025 22:23,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,100197,23,12-04-2025 22:23,1,Take Away
Matrix Cola,1,0.65,Cashier,100197,23,12-04-2025 22:23,1,Take Away
French Fries CHIPS,1,1,Cashier,100197,23,12-04-2025 22:23,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100198,1,13-04-2025 13:58,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,100198,1,13-04-2025 13:58,1,Take Away
French fries Meal,1,1.25,Cashier,100198,1,13-04-2025 13:58,1,Take Away
CHICKEN PHILLY 18CM,1,4,Cashier,100198,1,13-04-2025 13:58,1,Take Away
Curly Fries Meal,1,1.5,Cashier,100199,2,13-04-2025 14:10,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,100199,2,13-04-2025 14:10,1,Take Away
MUSHROOMS CHEESESTEAK 26CM,1,5.5,Cashier,100200,3,13-04-2025 14:23,1,Take Away
French fries Meal,1,1.25,Cashier,100201,4,13-04-2025 14:50,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,100201,4,13-04-2025 14:50,1,Take Away
Fairouzeh Burger (150g),1,4.5,Cashier,100201,4,13-04-2025 14:50,1,Take Away
CRISPY CREAM 26CM,1,5,Cashier,100201,4,13-04-2025 14:50,1,Take Away
French fries Meal,1,1.25,Cashier,100201,4,13-04-2025 14:50,1,Take Away
Hotdog Fried Platter,1,3,Cashier,100202,5,13-04-2025 15:01,1,Take Away
