0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1 Mushrooms (26 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 Onion Rings],1 Hoagies Fried Platter,2 Hotdog fries platter,2 Chicken Strips [1 Sweet BBQ],,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Buffalo Sauce],1 French Fries,1 Onion Rings,,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz,1  Matrix Cola  250 Ml,1 French Fries ],1 Mushrooms (26 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml,1 French Fries ],,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream (18 Cm) [1 Sweet BBQ],1 Chicken Wings [1 8 Wings ],,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Sweet BBQ],,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Honey Mustard],1 Cheese Whiz,1 Crispy Cream (18 Cm) [1 Cheese Whiz,1  Matrix Orange 250 Ml ],1 Cheesy Fries,,,,,,,,,,,,,,
1 Italiano (26 Cm) [1 Cheese Whiz,1 Onion Rings,1 Mozarella Sticks],1 Cheesy Fest (150g) [1 Cheese Whiz,1  Matrix Orange 250 Ml,1 French Fries ],1 Mac and Cheese,2 Jumbo Hot Dog. [1 Cheese Whiz,1  Matrix Cola  250 Ml,1  Matrix Orange 250 Ml,1 French Fries ],,,,,,,,
1 Mac and Cheese,1 Hoagies Fried Platter,1 Crispy Cream. [1 26 cm],,,,,,,,,,,,,,,,
1 The Double Smashed (150g) [1 Chipotle Mayo,1 Curly Fries ],,,,,,,,,,,,,,,,,
1 The Double Smashed (150g) [1 Chipotle Mayo,1 Curly Fries ],1 Jumbo Hot Dog. [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Da Philly [1 26 cm],1 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,
2 Da Philly [1 26 cm],1 Da Philly [1 18 cm],2 Hoagies Fried Platter,1 Italiano  [1 18 cm],,,,,,,,,,,,,,,
3 Da Philly [1 26 cm],1 Jumbo Hot Dog. [1 Chipotle Mayo ],,,,,,,,,,,,,,,,,
1 Crispy Cream [1 18 Cm],1 Hotdog fries platter,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Crispy Cream. [1 18 cm],1 The Double Smashed (150g) [1 Honey Mustard],,,,,,,,,,,,,,,,
2 Crispy Cream. [1 26 cm],1 The Double Smashed (150g) [1 Barbeque sauce],1 Mushroom Chicken [1 18 cm],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 The Double Mushroom (150g) [1 Honey Mustard],,,,,,,,,,,,,,,,,
2 The Double Smashed (150g) [1 Chipotle Mayo ],,,,,,,,,,,,,,,,,,
1 The Double Smashed (150g) [1 Honey Mustard],1 The Double Smashed (150g) [1 Barbeque sauce],,,,,,,,,,,,,,,,,
2 Crispy Cream [1 26 Cm],1 Cheesy Fajita. [1 18 cm],,,,,,,,,,,,,,,,,
2 Crispy Lava. [1 18 cm],1 Jumbo Hot Dog.,1 French Fries,1 Cheesy Fajita. [1 18 cm],,,,,,,,,,,,,,,
1 Mac and Cheese,1 Crispy Cream (26 Cm),,,,,,,,,,,,,,,,,
1 Sweet BBQ ( 18 Cm ) [1 Sweet BBQ,1 Frensh Fries & Matrix Up 250 Ml ],1 Crispy Lava (18 Cm) [1 Honey Mustard,1 Frensh Fries & Matrix Orange 250 Ml ],,,,,,,,,,,,,,,
2 Mushrooms (26 Cm) [1 Cheese Whiz],1 Mac and Cheese,,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Mozzarella Sticks,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz],1 Cheesy Fries,1 Homemade Nuggets  [1 Cheese Whiz],1 Hotdog fries platter,1 Chicken Wings [1 5 Wings ],1 Buffalo Sauce,1 Chipotle Mayo,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Sweet BBQ,1 Frensh Fries & Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,,
2 Mac and Cheese,2 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Da Philly (26 Cm) [1 Sweet BBQ,1 Frensh Fries & Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Buffalo Sauce],1 The Double Mushroom (150g) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Mushroom Chicken (18 Cm),,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
2 Mac and Cheese,2 Crispy Cream (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Mac and Cheese,1 Chicken Salad,2 Matrix Sprite,,,,,,,,,,,,,,,,
1 Mushrooms (18 Cm) [1 Honey Mustard],1 The Single Smashed Cheese Burger (90 G) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],,,,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Sweet BBQ,1 Frensh Fries & Matrix Cola  250 Ml ],1 Homemade Nuggets  [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,2 El Classico (26 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Buffalo Sauce,1 Frensh Fries & Matrix Up 250 Ml ],1 Cheesy Fajita (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz],1 Mac and Cheese,1 Hoagies Fried Platter,1 Cheese Whiz,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 Chicken Strips [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Smashed Double Burger (150g) [1 Cheese Whiz],2 Magic Mushrooms (150g) [1 Cheese Whiz],1 Hotdog fries platter,1 Da Philly (26 Cm) [1 Cheese Whiz],1 Crispy Lava (18 Cm) [1 Buffalo Sauce],1 Crispy Cream (18 Cm) [1 Cheese Whiz],,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,2 Cheese Whiz,,,,,,,,,,,,,,,
1 Loaded Fries,1 Mac and Cheese,,,,,,,,,,,,,,,,,
1 El Classico (18 Cm) [1 Cheese Whiz],1 Da Philly (18 Cm) [1 Cheese Whiz],2 French Fries,1 Chipotle Mayo,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz,1 Frensh Fries & Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Buffalo Sauce],2 French Fries,1 Mac and Cheese,1 Cheese Whiz,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Sweet BBQ,1 Frensh Fries & Matrix Up 250 Ml ],1 El Classico (18 Cm) [1 Cheese Whiz],1 Hoagies Fried Platter,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Honey Mustard],,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Buffalo Sauce],1 Da Philly (26 Cm) [1 Buffalo Sauce],,,,,,,,,,,,,,,,,
1 French Fries,1 Hoagies Fried Platter,,,,,,,,,,,,,,,,,
1 Crispy Cream (26 Cm) [1 Buffalo Sauce],1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz,1 Frensh Fries & Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Honey Mustard],1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Da Philly (18 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Cola  250 Ml ],,,,,,,,,,,,,,,,,
3 Mac and Cheese,3 Matrix Cola  250 Ml,,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,2 Chicken Strips [1 Cheese Whiz],1 Hotdog fries platter,1 Da Philly (26 Cm) [1 Buffalo Sauce],1 Magic Mushrooms (150g) [1 Cheese Whiz],1 Smashed Double Burger (150g) [1 Sweet BBQ],1 Jumbo Hot Dog. [1 Cheese Whiz],1 The Single Smashed Cheese Burger (75 G) [1 Sweet BBQ],1 Da Philly (18 Cm) [1 Cheese Whiz],1 Crispy Cream (18 Cm) [1 Cheese Whiz],,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],1 Mushrooms (26 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],1 El Classico (26 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Mozzarella Sticks,1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Up 250 Ml ],1 Da Philly (26 Cm) [1 Cheese Whiz,1 Frensh Fries & Matrix Cola  250 Ml ],,,,,,,,,,,,,,,
1 Crispy Lava. (26 Cm ) [1 Honey Mustard],1 Cheese Whiz,1 Honey Mustard,,,,,,,,,,,,,,,,
1 El Classico (26 Cm) [1 Cheese Whiz,1 Frensh Fries ],,,,,,,,,,,,,,,,,
1 Crispy Lava (18 Cm) [1 Honey Mustard],1 Cheese Whiz,,,,,,,,,,,,,,,,,
1 Cheesy Fajita (26 Cm)     [1 Cheese Whiz],1 Mushrooms (26 Cm) [1 Cheese Whiz],1 Mozzarella Sticks,,,,,,,,,,,,,,,,
1 Cheesy Fest (150g) [1 Cheese Whiz],1 Cheesy Fries,,,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Cheese Whiz,1 Matrix Up 250 Ml ],,,,,,,,,,,,,,,,,
1 Hoagies Fried Platter,1 El Classico (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
6 Cheesy Fries,1 The Single Smashed Cheese Burger (75 G) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Matrix Cola  250 Ml,1 Matrix Fanta,1 Chipotle Mayo,1 French Fries,1 The Single Smashed Cheese Burger (75 G) [1 Honey Mustard],1 Crispy Cream (18 Cm) [1 Sweet BBQ],1 Shawarma Steakstack (18 Cm) [1 Honey Mustard],,,,,,,,,,,,
1 Crispy Cream (18 Cm) [1 Cheese Whiz],1 El Classico (18 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,
1 Da Philly (26 Cm) [1 Cheese Whiz],,,,,,,,,,,,,,,,,,
1 Chicken Wings [1 8 Wings ],1 Crispy Lava. (26 Cm ) [1 Honey Mustard],1 Cheese Whiz,1 Honey Mustard,,,,,,,,,,,,,,,
1 Mushrooms (26 Cm) [1 Honey Mustard],1 Crispy Cream (26 Cm) [1 Cheese Whiz],1 Mac and Cheese,,,,,,,,,,,,,,,,
